Date,Value
2-Jan-17,0.018811
3-Jan-17,0.018797
4-Jan-17,0.018774
5-Jan-17,0.01881
6-Jan-17,0.018846
9-Jan-17,0.018848
10-Jan-17,0.01884
11-Jan-17,0.018831
12-Jan-17,0.018786
13-Jan-17,0.018793
16-Jan-17,0.018841
17-Jan-17,0.018878
18-Jan-17,0.018874
19-Jan-17,0.018884
20-Jan-17,0.018876
23-Jan-17,0.01889
24-Jan-17,0.018957
25-Jan-17,0.018971
26-Jan-17,0.018945
27-Jan-17,0.018938
30-Jan-17,0.018934
31-Jan-17,0.01898
1-Feb-17,0.019017
2-Feb-17,0.019034
3-Feb-17,0.01906
6-Feb-17,0.019059
7-Feb-17,0.019094
8-Feb-17,0.019064
9-Feb-17,0.019057
10-Feb-17,0.019083
13-Feb-17,0.019092
14-Feb-17,0.019094
15-Feb-17,0.019112
16-Feb-17,0.019119
17-Feb-17,0.019103
20-Feb-17,0.019126
21-Feb-17,0.01915
22-Feb-17,0.019161
23-Feb-17,0.019179
24-Feb-17,0.019196
27-Feb-17,0.019197
28-Feb-17,0.019193
1-Mar-17,0.01919
2-Mar-17,0.019183
3-Mar-17,0.019174
6-Mar-17,0.019155
7-Mar-17,0.01915
8-Mar-17,0.019151
9-Mar-17,0.019156
10-Mar-17,0.019135
13-Mar-17,0.019156
14-Mar-17,0.019176
15-Mar-17,0.019167
16-Mar-17,0.019175
17-Mar-17,0.019198
20-Mar-17,0.019228
21-Mar-17,0.019244
22-Mar-17,0.019255
23-Mar-17,0.019261
24-Mar-17,0.019276
27-Mar-17,0.019292
28-Mar-17,0.019311
29-Mar-17,0.019298
30-Mar-17,0.019271
31-Mar-17,0.019286
3-Apr-17,0.01931
4-Apr-17,0.019312
5-Apr-17,0.019324
6-Apr-17,0.019319
7-Apr-17,0.019313
10-Apr-17,0.01933
11-Apr-17,0.019351
12-Apr-17,0.019368
13-Apr-17,0.019368
14-Apr-17,0.019385
17-Apr-17,0.019379
18-Apr-17,0.019419
19-Apr-17,0.019406
20-Apr-17,0.019413
21-Apr-17,0.019442
24-Apr-17,0.019488
25-Apr-17,0.019517
26-Apr-17,0.019529
27-Apr-17,0.01952
28-Apr-17,0.019576
2-May-17,0.019592
3-May-17,0.019587
4-May-17,0.019597
5-May-17,0.019608
8-May-17,0.019599
9-May-17,0.019616
10-May-17,0.019597
11-May-17,0.019598
12-May-17,0.019601
15-May-17,0.01961
16-May-17,0.019623
17-May-17,0.019636
18-May-17,0.019619
22-May-17,0.01961
23-May-17,0.019637
24-May-17,0.019649
25-May-17,0.019663
26-May-17,0.019697
29-May-17,0.019706
30-May-17,0.019704
31-May-17,0.01971
1-Jun-17,0.01975
2-Jun-17,0.019755
5-Jun-17,0.019785
6-Jun-17,0.019812
7-Jun-17,0.0198
8-Jun-17,0.019809
9-Jun-17,0.019777
12-Jun-17,0.019805
13-Jun-17,0.019817
14-Jun-17,0.019825
15-Jun-17,0.019802
16-Jun-17,0.019823
19-Jun-17,0.019836
20-Jun-17,0.019868
21-Jun-17,0.019868
22-Jun-17,0.01986
23-Jun-17,0.019883
28-Jun-17,0.019923
29-Jun-17,0.019882
30-Jun-17,0.019887
3-Jul-17,0.019906
4-Jul-17,0.019915
5-Jul-17,0.019895
6-Jul-17,0.019879
7-Jul-17,0.019854
10-Jul-17,0.019852
11-Jul-17,0.019868
12-Jul-17,0.019866
13-Jul-17,0.019877
14-Jul-17,0.019904
17-Jul-17,0.019936
18-Jul-17,0.019952
19-Jul-17,0.01996
20-Jul-17,0.01999
21-Jul-17,0.019985
24-Jul-17,0.020003
25-Jul-17,0.019995
26-Jul-17,0.019986
27-Jul-17,0.019983
28-Jul-17,0.019996
31-Jul-17,0.020003
1-Aug-17,0.020008
2-Aug-17,0.020032
3-Aug-17,0.020028
4-Aug-17,0.020027
7-Aug-17,0.020027
8-Aug-17,0.020016
9-Aug-17,0.020018
10-Aug-17,0.020009
11-Aug-17,0.020009
14-Aug-17,0.020007
15-Aug-17,0.020015
16-Aug-17,0.020017
17-Aug-17,0.020017
18-Aug-17,0.020031
21-Aug-17,0.020054
22-Aug-17,0.020077
23-Aug-17,0.020098
24-Aug-17,0.020092
25-Aug-17,0.020106
28-Aug-17,0.020121
29-Aug-17,0.020151
31-Aug-17,0.020168
5-Sep-17,0.020189
6-Sep-17,0.020175
7-Sep-17,0.020171
8-Sep-17,0.020174
11-Sep-17,0.020204
12-Sep-17,0.020214
13-Sep-17,0.0189
14-Sep-17,0.0189
15-Sep-17,0.018894
18-Sep-17,0.018907
19-Sep-17,0.018901
20-Sep-17,0.018893
21-Sep-17,0.018897
22-Sep-17,0.01888
25-Sep-17,0.01889
26-Sep-17,0.018865
27-Sep-17,0.018875
28-Sep-17,0.018863
29-Sep-17,0.018868
2-Oct-17,0.018904
3-Oct-17,0.018909
4-Oct-17,0.018907
5-Oct-17,0.018906
6-Oct-17,0.018908
9-Oct-17,0.018911
10-Oct-17,0.018841
11-Oct-17,0.018814
12-Oct-17,0.018832
13-Oct-17,0.018878
16-Oct-17,0.018893
17-Oct-17,0.018893
18-Oct-17,0.018894
19-Oct-17,0.018881
20-Oct-17,0.018876
23-Oct-17,0.018886
24-Oct-17,0.018865
25-Oct-17,0.018839
26-Oct-17,0.018819
27-Oct-17,0.018761
30-Oct-17,0.018716
31-Oct-17,0.018792
1-Nov-17,0.018807
2-Nov-17,0.018811
3-Nov-17,0.018802
6-Nov-17,0.018781
7-Nov-17,0.018722
8-Nov-17,0.018713
9-Nov-17,0.018698
10-Nov-17,0.018707
13-Nov-17,0.018735
14-Nov-17,0.018715
15-Nov-17,0.018703
16-Nov-17,0.0187
17-Nov-17,0.018704
20-Nov-17,0.018703
21-Nov-17,0.018667
22-Nov-17,0.018541
23-Nov-17,0.01852
24-Nov-17,0.018626
27-Nov-17,0.018638
28-Nov-17,0.018672
29-Nov-17,0.018699
30-Nov-17,0.018691
1-Dec-17,0.018718
4-Dec-17,0.018757
5-Dec-17,0.018809
6-Dec-17,0.01883
7-Dec-17,0.018821
8-Dec-17,0.018822
11-Dec-17,0.018838
12-Dec-17,0.018855
13-Dec-17,0.018856
14-Dec-17,0.018841
15-Dec-17,0.018868
18-Dec-17,0.018836
19-Dec-17,0.018837
20-Dec-17,0.018875
21-Dec-17,0.018858
22-Dec-17,0.01887
25-Dec-17,0.018878
26-Dec-17,0.018891
27-Dec-17,0.018902
28-Dec-17,0.018906
29-Dec-17,0.018918
2-Jan-18,0.01897
3-Jan-18,0.018993
4-Jan-18,0.018982
5-Jan-18,0.018995
8-Jan-18,0.019001
9-Jan-18,0.019007
10-Jan-18,0.019017
11-Jan-18,0.01902
12-Jan-18,0.019025
15-Jan-18,0.019043
16-Jan-18,0.019047
17-Jan-18,0.019029
18-Jan-18,0.019033
19-Jan-18,0.019036
22-Jan-18,0.019049
23-Jan-18,0.01905
24-Jan-18,0.019051
25-Jan-18,0.019078
26-Jan-18,0.019114
29-Jan-18,0.019133
30-Jan-18,0.019118
31-Jan-18,0.019124
1-Feb-18,0.019152
2-Feb-18,0.01918
5-Feb-18,0.019198
6-Feb-18,0.019206
7-Feb-18,0.019194
8-Feb-18,0.019196
9-Feb-18,0.019184
12-Feb-18,0.019195
13-Feb-18,0.019187
14-Feb-18,0.019187
15-Feb-18,0.01917
16-Feb-18,0.019207
19-Feb-18,0.019223
20-Feb-18,0.019263
21-Feb-18,0.019254
22-Feb-18,0.019268
23-Feb-18,0.019267
26-Feb-18,0.019292
27-Feb-18,0.019302
28-Feb-18,0.01931
1-Mar-18,0.019302
2-Mar-18,0.019306
5-Mar-18,0.019323
6-Mar-18,0.019297
7-Mar-18,0.019301
8-Mar-18,0.019294
9-Mar-18,0.019278
12-Mar-18,0.01928
13-Mar-18,0.019271
14-Mar-18,0.019225
15-Mar-18,0.01925
16-Mar-18,0.019231
19-Mar-18,0.019235
20-Mar-18,0.019242
21-Mar-18,0.019243
22-Mar-18,0.019277
23-Mar-18,0.019283
26-Mar-18,0.019259
27-Mar-18,0.019243
28-Mar-18,0.019228
29-Mar-18,0.01924
30-Mar-18,0.019259
2-Apr-18,0.019308
3-Apr-18,0.019313
4-Apr-18,0.019316
5-Apr-18,0.019312
6-Apr-18,0.019294
9-Apr-18,0.019266
10-Apr-18,0.019287
11-Apr-18,0.019302
12-Apr-18,0.019274
13-Apr-18,0.019309
16-Apr-18,0.019345
17-Apr-18,0.019338
18-Apr-18,0.019345
19-Apr-18,0.019364
20-Apr-18,0.019411
24-Apr-18,0.019437
25-Apr-18,0.019432
26-Apr-18,0.019452
27-Apr-18,0.019451
30-Apr-18,0.019456
2-May-18,0.019473
3-May-18,0.019432
4-May-18,0.019384
7-May-18,0.019345
8-May-18,0.019314
9-May-18,0.019294
10-May-18,0.01928
11-May-18,0.019283
14-May-18,0.019293
15-May-18,0.019268
16-May-18,0.019223
17-May-18,0.019178
18-May-18,0.019179
21-May-18,0.019185
22-May-18,0.019165
23-May-18,0.019204
24-May-18,0.019192
25-May-18,0.019232
28-May-18,0.01921
29-May-18,0.019262
30-May-18,0.019295
31-May-18,0.019332
1-Jun-18,0.019299
4-Jun-18,0.019274
5-Jun-18,0.019236
6-Jun-18,0.019229
7-Jun-18,0.019184
8-Jun-18,0.019201
11-Jun-18,0.019215
12-Jun-18,0.019206
13-Jun-18,0.019214
14-Jun-18,0.019137
18-Jun-18,0.019166
19-Jun-18,0.019135
20-Jun-18,0.019119
21-Jun-18,0.01914
22-Jun-18,0.019152
25-Jun-18,0.019222
26-Jun-18,0.019242
27-Jun-18,0.019162
28-Jun-18,0.019199
29-Jun-18,0.01924
2-Jul-18,0.019273
3-Jul-18,0.019257
4-Jul-18,0.019233
5-Jul-18,0.019174
6-Jul-18,0.019194
9-Jul-18,0.01923
10-Jul-18,0.019259
11-Jul-18,0.019229
12-Jul-18,0.019193
13-Jul-18,0.019116
16-Jul-18,0.019151
17-Jul-18,0.019163
18-Jul-18,0.019169
19-Jul-18,0.019243
20-Jul-18,0.019184
23-Jul-18,0.019232
24-Jul-18,0.019357
25-Jul-18,0.019324
26-Jul-18,0.01918
27-Jul-18,0.019243
30-Jul-18,0.019182
31-Jul-18,0.019164
1-Aug-18,0.019126
2-Aug-18,0.019124
3-Aug-18,0.018964
6-Aug-18,0.019022
7-Aug-18,0.018928
8-Aug-18,0.018891
9-Aug-18,0.018962
10-Aug-18,0.018962
13-Aug-18,0.018747
14-Aug-18,0.018551
15-Aug-18,0.018579
16-Aug-18,0.018397
17-Aug-18,0.018304
20-Aug-18,0.018239
27-Aug-18,0.017716
28-Aug-18,0.017787
29-Aug-18,0.017821
31-Aug-18,0.017862
3-Sep-18,0.017872
4-Sep-18,0.017948
5-Sep-18,0.018007
6-Sep-18,0.017995
7-Sep-18,0.018041
10-Sep-18,0.018166
11-Sep-18,0.018142
12-Sep-18,0.018087
13-Sep-18,0.018072
14-Sep-18,0.018117
17-Sep-18,0.018366
18-Sep-18,0.018317
19-Sep-18,0.018286
20-Sep-18,0.01834
21-Sep-18,0.018338
24-Sep-18,0.018361
25-Sep-18,0.018387
26-Sep-18,0.018425
27-Sep-18,0.018444
28-Sep-18,0.018534
1-Oct-18,0.018622
2-Oct-18,0.01865
3-Oct-18,0.018635
4-Oct-18,0.018542
5-Oct-18,0.018406
8-Oct-18,0.018413
9-Oct-18,0.018373
10-Oct-18,0.018419
11-Oct-18,0.018433
12-Oct-18,0.018466
15-Oct-18,0.018599
16-Oct-18,0.018732
17-Oct-18,0.018765
18-Oct-18,0.018914
19-Oct-18,0.018956
22-Oct-18,0.018885
23-Oct-18,0.01889
24-Oct-18,0.018774
25-Oct-18,0.01884
26-Oct-18,0.018868
30-Oct-18,0.019042
31-Oct-18,0.019144
1-Nov-18,0.019267
2-Nov-18,0.019226
5-Nov-18,0.019425
6-Nov-18,0.019472
7-Nov-18,0.019915
8-Nov-18,0.019871
9-Nov-18,0.019745
12-Nov-18,0.019706
13-Nov-18,0.019788
14-Nov-18,0.019952
15-Nov-18,0.020044
16-Nov-18,0.020127
19-Nov-18,0.020167
20-Nov-18,0.020168
21-Nov-18,0.020136
22-Nov-18,0.020047
23-Nov-18,0.020071
26-Nov-18,0.020109
27-Nov-18,0.020219
28-Nov-18,0.020218
29-Nov-18,0.020192
30-Nov-18,0.020254
3-Dec-18,0.020236
4-Dec-18,0.020268
5-Dec-18,0.020223
6-Dec-18,0.020183
7-Dec-18,0.020182
10-Dec-18,0.020143
11-Dec-18,0.020126
