Date,Value
1/5/2017,0.023629
1/6/2017,0.023729
1/9/2017,0.023927
1/10/2017,0.024009
1/2/2017,0.024328
1/11/2017,0.023977
2/22/2017,0.027558
3/7/2017,0.028215
2/6/2017,0.027433
3/20/2017,0.027978
1/3/2017,0.024174
2/13/2017,0.027058
1/20/2017,0.02548
1/12/2017,0.024052
2/23/2017,0.027434
2/7/2017,0.027086
3/8/2017,0.02812
1/23/2017,0.025712
3/21/2017,0.028103
1/13/2017,0.025096
1/4/2017,0.023798
2/14/2017,0.027413
2/24/2017,0.027622
2/8/2017,0.027099
3/9/2017,0.027697
1/16/2017,0.025296
3/22/2017,0.027988
2/27/2017,0.027346
1/24/2017,0.025709
2/15/2017,0.027282
4/3/2017,0.027552
2/28/2017,0.027192
2/9/2017,0.027347
3/10/2017,0.027527
3/23/2017,0.027749
1/25/2017,0.026086
1/17/2017,0.025295
2/16/2017,0.027215
2/10/2017,0.027514
3/24/2017,0.027725
4/4/2017,0.027532
3/13/2017,0.027721
1/18/2017,0.025482
1/26/2017,0.02574
3/1/2017,0.027122
2/17/2017,0.027314
1/19/2017,0.025606
4/5/2017,0.027668
4/17/2017,0.028408
3/2/2017,0.027683
3/14/2017,0.02765
3/27/2017,0.027933
1/27/2017,0.025969
2/20/2017,0.027527
5/2/2017,0.029958
3/3/2017,0.027862
4/6/2017,0.02792
4/18/2017,0.028543
3/28/2017,0.027717
1/30/2017,0.026
3/15/2017,0.027546
5/3/2017,0.029806
2/21/2017,0.027446
4/19/2017,0.028772
3/6/2017,0.027785
3/29/2017,0.02788
1/31/2017,0.026768
3/16/2017,0.027659
5/4/2017,0.029644
4/7/2017,0.027832
5/15/2017,0.030003
4/20/2017,0.0286
3/30/2017,0.027604
5/29/2017,0.030692
3/17/2017,0.027911
2/1/2017,0.02679
5/5/2017,0.029385
5/16/2017,0.030173
4/10/2017,0.027802
5/30/2017,0.030749
4/21/2017,0.028965
2/2/2017,0.026956
3/31/2017,0.027675
6/9/2017,0.03086
5/8/2017,0.029675
5/17/2017,0.030372
4/11/2017,0.02871
2/3/2017,0.027117
6/28/2017,0.031424
5/31/2017,0.030634
5/9/2017,0.029634
4/24/2017,0.029115
6/12/2017,0.031146
9/6/2017,0.034041
5/18/2017,0.030222
4/12/2017,0.028598
6/29/2017,0.031748
6/1/2017,0.030688
5/10/2017,0.03013
4/25/2017,0.029641
6/13/2017,0.031338
5/22/2017,0.030058
9/7/2017,0.034278
6/2/2017,0.030641
4/13/2017,0.028614
6/30/2017,0.031627
5/11/2017,0.030407
4/26/2017,0.02992
6/14/2017,0.031266
6/5/2017,0.031116
5/23/2017,0.030432
9/8/2017,0.034243
4/14/2017,0.028282
5/12/2017,0.030051
7/3/2017,0.031677
4/27/2017,0.029888
6/15/2017,0.031356
5/24/2017,0.030807
6/6/2017,0.030908
10/13/2017,0.033107
9/11/2017,0.033814
7/4/2017,0.031675
6/16/2017,0.031179
4/28/2017,0.029816
5/25/2017,0.03099
6/7/2017,0.030952
9/12/2017,0.034098
10/16/2017,0.033193
5/26/2017,0.030772
7/5/2017,0.031899
6/19/2017,0.03102
6/8/2017,0.030786
9/13/2017,0.033989
10/17/2017,0.033256
7/6/2017,0.031762
6/20/2017,0.031373
9/14/2017,0.033694
10/18/2017,0.033361
6/21/2017,0.03132
7/7/2017,0.031729
9/15/2017,0.033765
10/19/2017,0.033337
6/22/2017,0.031377
9/18/2017,0.033663
7/10/2017,0.031567
10/20/2017,0.033842
6/23/2017,0.031561
9/19/2017,0.033361
7/11/2017,0.031893
10/23/2017,0.033857
9/20/2017,0.032873
7/12/2017,0.032561
10/24/2017,0.033439
9/21/2017,0.033002
7/13/2017,0.032762
10/25/2017,0.033418
9/22/2017,0.032616
10/26/2017,0.033767
7/14/2017,0.032829
10/27/2017,0.033428
9/25/2017,0.03268
7/17/2017,0.033164
10/30/2017,0.033595
9/26/2017,0.03219
7/18/2017,0.033486
10/31/2017,0.033761
9/27/2017,0.032679
7/19/2017,0.033309
9/28/2017,0.03181
11/1/2017,0.03433
7/20/2017,0.033877
11/2/2017,0.035275
9/29/2017,0.032181
7/21/2017,0.033643
11/3/2017,0.035345
10/2/2017,0.032182
11/6/2017,0.034725
10/3/2017,0.032461
7/24/2017,0.033633
11/7/2017,0.03568
10/4/2017,0.032464
7/25/2017,0.03356
11/8/2017,0.035044
7/26/2017,0.033614
10/5/2017,0.032652
11/9/2017,0.034891
7/27/2017,0.033603
10/6/2017,0.03257
11/10/2017,0.034302
7/28/2017,0.033938
10/9/2017,0.032512
11/13/2017,0.033923
7/31/2017,0.033726
10/10/2017,0.031657
11/14/2017,0.033926
10/11/2017,0.032287
11/15/2017,0.034393
8/1/2017,0.033679
11/16/2017,0.033661
10/12/2017,0.032437
8/2/2017,0.033278
11/17/2017,0.03344
8/3/2017,0.033361
11/20/2017,0.033289
8/4/2017,0.033585
11/21/2017,0.032545
8/7/2017,0.03404
11/22/2017,0.032917
8/8/2017,0.034377
11/23/2017,0.033169
8/9/2017,0.034338
11/24/2017,0.03283
8/10/2017,0.03402
11/27/2017,0.032707
8/11/2017,0.033717
11/28/2017,0.032742
8/14/2017,0.033428
11/29/2017,0.031945
8/15/2017,0.034211
11/30/2017,0.032024
8/16/2017,0.033548
12/1/2017,0.032532
8/17/2017,0.03353
12/4/2017,0.032365
8/18/2017,0.033521
12/5/2017,0.032879
8/21/2017,0.03361
12/6/2017,0.033278
8/22/2017,0.034054
12/7/2017,0.032921
8/23/2017,0.034006
12/8/2017,0.033293
8/24/2017,0.034116
12/11/2017,0.033778
8/25/2017,0.034205
12/12/2017,0.034147
8/28/2017,0.034393
12/13/2017,0.034054
8/29/2017,0.034581
12/14/2017,0.033808
8/31/2017,0.0346
12/15/2017,0.034337
12/18/2017,0.034248
9/5/2017,0.0346
12/19/2017,0.034435
12/20/2017,0.034384
12/21/2017,0.03451
12/22/2017,0.034767
12/25/2017,0.03468
12/26/2017,0.034844
12/27/2017,0.034882
12/28/2017,0.03495
12/29/2017,0.035741
1/2/2018,0.035984
1/3/2018,0.036669
1/4/2018,0.036154
1/19/2018,0.036158
5/14/2018,0.032573
4/4/2018,0.035845
2/7/2018,0.035804
2/27/2018,0.036958
1/5/2018,0.035874
1/22/2018,0.035634
4/24/2018,0.034905
3/19/2018,0.036216
5/15/2018,0.033065
4/5/2018,0.035726
2/28/2018,0.036968
2/8/2018,0.035791
1/8/2018,0.036193
1/23/2018,0.036265
4/25/2018,0.034768
