Date,Value
2-Jan-17,0.166955
3-Jan-17,0.166798
4-Jan-17,0.166601
5-Jan-17,0.166872
6-Jan-17,0.167163
9-Jan-17,0.167143
10-Jan-17,0.166868
11-Jan-17,0.166768
12-Jan-17,0.166185
13-Jan-17,0.166046
16-Jan-17,0.166319
17-Jan-17,0.166484
18-Jan-17,0.166397
19-Jan-17,0.166399
20-Jan-17,0.166399
23-Jan-17,0.166526
24-Jan-17,0.167016
25-Jan-17,0.16711
26-Jan-17,0.166822
27-Jan-17,0.166772
30-Jan-17,0.166719
31-Jan-17,0.167059
1-Feb-17,0.167473
2-Feb-17,0.167586
3-Feb-17,0.16771
6-Feb-17,0.167545
7-Feb-17,0.167682
8-Feb-17,0.167552
9-Feb-17,0.167447
10-Feb-17,0.167555
13-Feb-17,0.167668
14-Feb-17,0.167686
15-Feb-17,0.16781
16-Feb-17,0.167953
17-Feb-17,0.16783
20-Feb-17,0.167982
21-Feb-17,0.168144
22-Feb-17,0.168422
23-Feb-17,0.168597
24-Feb-17,0.168805
27-Feb-17,0.168863
28-Feb-17,0.168855
1-Mar-17,0.168798
2-Mar-17,0.168848
3-Mar-17,0.168785
6-Mar-17,0.168567
7-Mar-17,0.168397
8-Mar-17,0.168324
9-Mar-17,0.168352
10-Mar-17,0.168085
13-Mar-17,0.168268
14-Mar-17,0.168307
15-Mar-17,0.168198
16-Mar-17,0.168315
17-Mar-17,0.168626
20-Mar-17,0.168816
21-Mar-17,0.168864
22-Mar-17,0.168941
23-Mar-17,0.169135
24-Mar-17,0.16945
27-Mar-17,0.169473
28-Mar-17,0.169697
29-Mar-17,0.16947
30-Mar-17,0.169099
31-Mar-17,0.169436
3-Apr-17,0.169681
4-Apr-17,0.169695
5-Apr-17,0.169802
6-Apr-17,0.169764
7-Apr-17,0.169614
10-Apr-17,0.169728
11-Apr-17,0.170006
12-Apr-17,0.170243
13-Apr-17,0.170285
14-Apr-17,0.170447
17-Apr-17,0.17028
18-Apr-17,0.170717
19-Apr-17,0.170538
20-Apr-17,0.170595
21-Apr-17,0.170855
24-Apr-17,0.171182
25-Apr-17,0.171451
26-Apr-17,0.171512
27-Apr-17,0.171341
28-Apr-17,0.171739
2-May-17,0.171822
3-May-17,0.171821
4-May-17,0.171956
5-May-17,0.172076
8-May-17,0.172007
9-May-17,0.172165
10-May-17,0.171922
11-May-17,0.171973
12-May-17,0.171966
15-May-17,0.171974
16-May-17,0.172108
17-May-17,0.172207
18-May-17,0.172068
22-May-17,0.172026
23-May-17,0.172246
24-May-17,0.172379
25-May-17,0.172574
26-May-17,0.172819
29-May-17,0.172921
30-May-17,0.172935
31-May-17,0.173012
1-Jun-17,0.173289
2-Jun-17,0.173408
5-Jun-17,0.173641
6-Jun-17,0.173894
7-Jun-17,0.173815
8-Jun-17,0.173891
9-Jun-17,0.173518
12-Jun-17,0.173846
13-Jun-17,0.173956
14-Jun-17,0.174096
15-Jun-17,0.17393
16-Jun-17,0.174054
19-Jun-17,0.174099
20-Jun-17,0.174316
21-Jun-17,0.174338
22-Jun-17,0.1743
23-Jun-17,0.174463
28-Jun-17,0.174754
29-Jun-17,0.174491
30-Jun-17,0.174496
3-Jul-17,0.174671
4-Jul-17,0.174766
5-Jul-17,0.174639
6-Jul-17,0.17448
7-Jul-17,0.174251
10-Jul-17,0.1742
11-Jul-17,0.174372
12-Jul-17,0.174386
13-Jul-17,0.174399
14-Jul-17,0.17466
17-Jul-17,0.17491
18-Jul-17,0.174973
19-Jul-17,0.174985
20-Jul-17,0.175349
21-Jul-17,0.175349
24-Jul-17,0.17546
25-Jul-17,0.17535
26-Jul-17,0.17524
27-Jul-17,0.175163
28-Jul-17,0.175305
31-Jul-17,0.175358
1-Aug-17,0.175451
2-Aug-17,0.175496
3-Aug-17,0.175488
4-Aug-17,0.175477
7-Aug-17,0.175569
8-Aug-17,0.17548
9-Aug-17,0.175497
10-Aug-17,0.175376
11-Aug-17,0.175391
14-Aug-17,0.175433
15-Aug-17,0.175523
16-Aug-17,0.175465
17-Aug-17,0.175508
18-Aug-17,0.175622
21-Aug-17,0.175821
22-Aug-17,0.17596
23-Aug-17,0.176207
24-Aug-17,0.176132
25-Aug-17,0.17622
28-Aug-17,0.176415
29-Aug-17,0.176582
31-Aug-17,0.176716
5-Sep-17,0.176882
6-Sep-17,0.176828
7-Sep-17,0.176837
8-Sep-17,0.176904
11-Sep-17,0.177137
12-Sep-17,0.177251
13-Sep-17,0.177249
14-Sep-17,0.177298
15-Sep-17,0.177254
18-Sep-17,0.177371
19-Sep-17,0.177314
20-Sep-17,0.17725
21-Sep-17,0.177287
22-Sep-17,0.177086
25-Sep-17,0.177268
26-Sep-17,0.176994
27-Sep-17,0.177089
28-Sep-17,0.177028
29-Sep-17,0.177055
2-Oct-17,0.177323
3-Oct-17,0.177362
4-Oct-17,0.177379
5-Oct-17,0.177367
6-Oct-17,0.177362
9-Oct-17,0.177372
10-Oct-17,0.176752
11-Oct-17,0.176571
12-Oct-17,0.176687
13-Oct-17,0.177053
16-Oct-17,0.177142
17-Oct-17,0.177158
18-Oct-17,0.177122
19-Oct-17,0.177075
20-Oct-17,0.177029
23-Oct-17,0.177052
24-Oct-17,0.176925
25-Oct-17,0.176751
26-Oct-17,0.17665
27-Oct-17,0.176211
30-Oct-17,0.175784
31-Oct-17,0.176396
1-Nov-17,0.176356
2-Nov-17,0.176439
3-Nov-17,0.176236
6-Nov-17,0.17611
7-Nov-17,0.1755
8-Nov-17,0.175566
9-Nov-17,0.17529
10-Nov-17,0.17537
13-Nov-17,0.175421
