Date,Value
1/6/2017,0.192713
1/9/2017,0.193713
1/10/2017,0.193827
1/2/2017,0.193017
1/11/2017,0.194104
1/3/2017,0.193109
2/22/2017,0.204597
3/20/2017,0.206059
3/7/2017,0.205302
2/13/2017,0.204819
1/20/2017,0.198583
2/6/2017,0.202988
1/12/2017,0.193809
2/23/2017,0.204697
3/21/2017,0.206105
2/14/2017,0.205115
1/4/2017,0.192106
2/7/2017,0.202824
3/8/2017,0.205251
1/23/2017,0.19939
1/13/2017,0.195293
2/24/2017,0.205205
2/8/2017,0.203524
3/9/2017,0.204245
2/15/2017,0.20489
1/24/2017,0.199559
3/22/2017,0.205847
1/16/2017,0.196242
1/5/2017,0.19218
2/27/2017,0.205054
4/3/2017,0.206458
2/9/2017,0.204651
3/10/2017,0.203933
3/23/2017,0.205464
2/28/2017,0.205234
1/25/2017,0.200595
1/17/2017,0.196974
2/16/2017,0.20444
4/4/2017,0.206874
2/10/2017,0.204878
3/24/2017,0.20606
3/13/2017,0.204498
1/18/2017,0.198068
1/26/2017,0.200555
3/1/2017,0.204266
2/17/2017,0.204904
1/19/2017,0.198776
3/27/2017,0.206086
4/5/2017,0.2081
3/2/2017,0.204914
4/17/2017,0.207153
3/14/2017,0.204022
1/27/2017,0.20055
2/20/2017,0.205113
5/2/2017,0.211836
3/3/2017,0.205031
1/30/2017,0.199863
3/15/2017,0.204629
4/6/2017,0.208154
3/28/2017,0.206275
4/18/2017,0.208694
2/21/2017,0.204556
5/3/2017,0.212473
4/19/2017,0.208577
1/31/2017,0.202086
3/6/2017,0.204676
3/29/2017,0.20657
3/16/2017,0.204877
4/7/2017,0.208137
5/4/2017,0.212876
5/15/2017,0.214926
4/20/2017,0.208664
5/29/2017,0.218627
3/17/2017,0.20568
2/1/2017,0.201686
3/30/2017,0.206153
5/5/2017,0.212881
4/10/2017,0.207882
5/16/2017,0.215029
3/31/2017,0.20636
5/30/2017,0.218781
4/21/2017,0.209864
2/2/2017,0.202331
6/9/2017,0.221284
5/8/2017,0.213201
4/11/2017,0.207991
5/17/2017,0.215861
6/28/2017,0.224314
5/31/2017,0.218712
2/3/2017,0.202695
5/9/2017,0.214246
4/24/2017,0.209661
6/12/2017,0.221976
5/18/2017,0.215804
9/6/2017,0.228198
4/12/2017,0.208131
6/29/2017,0.223985
6/1/2017,0.219187
5/10/2017,0.214441
4/25/2017,0.210206
6/13/2017,0.222234
5/22/2017,0.215502
9/7/2017,0.22829
6/2/2017,0.218963
4/13/2017,0.207945
5/11/2017,0.215009
6/30/2017,0.223619
6/14/2017,0.222298
4/26/2017,0.210411
6/5/2017,0.219546
5/23/2017,0.2168
4/14/2017,0.207458
