Date,Value
2-Jan-17,0.014647
3-Jan-17,0.014639
4-Jan-17,0.014573
5-Jan-17,0.014562
6-Jan-17,0.01455
9-Jan-17,0.014548
10-Jan-17,0.014541
11-Jan-17,0.014551
12-Jan-17,0.014532
13-Jan-17,0.014512
16-Jan-17,0.01451
17-Jan-17,0.014541
18-Jan-17,0.014583
19-Jan-17,0.014636
20-Jan-17,0.014587
23-Jan-17,0.014633
24-Jan-17,0.014634
25-Jan-17,0.014555
26-Jan-17,0.014515
27-Jan-17,0.014446
30-Jan-17,0.014427
31-Jan-17,0.014352
1-Feb-17,0.014329
2-Feb-17,0.014369
3-Feb-17,0.014413
6-Feb-17,0.014477
7-Feb-17,0.014425
8-Feb-17,0.014405
9-Feb-17,0.014435
10-Feb-17,0.014481
13-Feb-17,0.014413
14-Feb-17,0.014478
15-Feb-17,0.014437
16-Feb-17,0.014417
17-Feb-17,0.014434
20-Feb-17,0.014467
21-Feb-17,0.014482
22-Feb-17,0.014524
23-Feb-17,0.014534
24-Feb-17,0.014572
27-Feb-17,0.014524
28-Feb-17,0.014494
1-Mar-17,0.014471
2-Mar-17,0.014569
3-Mar-17,0.014562
6-Mar-17,0.014541
7-Mar-17,0.014538
8-Mar-17,0.014532
9-Mar-17,0.014517
10-Mar-17,0.014503
13-Mar-17,0.014567
14-Mar-17,0.014575
15-Mar-17,0.014581
16-Mar-17,0.014591
17-Mar-17,0.014629
20-Mar-17,0.014649
21-Mar-17,0.014683
22-Mar-17,0.014664
23-Mar-17,0.014595
24-Mar-17,0.014616
27-Mar-17,0.014666
28-Mar-17,0.014628
29-Mar-17,0.014664
30-Mar-17,0.014602
31-Mar-17,0.014612
3-Apr-17,0.014612
4-Apr-17,0.014618
5-Apr-17,0.014673
6-Apr-17,0.014704
7-Apr-17,0.014692
10-Apr-17,0.01469
11-Apr-17,0.014867
12-Apr-17,0.014845
13-Apr-17,0.014853
14-Apr-17,0.014778
17-Apr-17,0.01482
18-Apr-17,0.014888
19-Apr-17,0.014911
20-Apr-17,0.014909
21-Apr-17,0.014997
